Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2019","2019","index","94.05","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2020","2020","index","92.96","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2016","2016","index","101.54","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2017","2017","index","104.33","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2018","2018","index","105.69","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2019","2019","index","108.25","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2020","2020","index","100.81","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2016","2016","index","99.12","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2017","2017","index","99.1","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2018","2018","index","96.9","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2019","2019","index","96.43","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2020","2020","index","94.44","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","372","Lettuce and chicory","2016","2016","index","93.86","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","372","Lettuce and chicory","2017","2017","index","89.35","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","372","Lettuce and chicory","2018","2018","index","90.73","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","372","Lettuce and chicory","2019","2019","index","90.02","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","372","Lettuce and chicory","2020","2020","index","89.42","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","446","Maize, green","2016","2016","index","99.28","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","446","Maize, green","2017","2017","index","101.6","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","446","Maize, green","2018","2018","index","101.48","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","446","Maize, green","2019","2019","index","103.37","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","446","Maize, green","2020","2020","index","102.16","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2016","2016","index","99.02","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2017","2017","index","102.3","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2018","2018","index","98.54","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2019","2019","index","99.48","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2020","2020","index","95.84","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2016","2016","index","99.37","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2017","2017","index","104.23","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2018","2018","index","105.72","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2019","2019","index","107.36","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2020","2020","index","106.31","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2016","2016","index","100.07","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2017","2017","index","95.93","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2018","2018","index","99.47","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2019","2019","index","100.24","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2020","2020","index","98.01","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2016","2016","index","99.05","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2017","2017","index","92.92","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2018","2018","index","95.31","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2019","2019","index","95.3","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2020","2020","index","92.98","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2016","2016","index","101.09","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2017","2017","index","101.4","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2018","2018","index","105.69","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2019","2019","index","107.85","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2020","2020","index","102.43","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2016","2016","index","100.69","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2017","2017","index","105.79","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2018","2018","index","107.58","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2019","2019","index","109.53","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2020","2020","index","101.7","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2016","2016","index","98.83","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2017","2017","index","92.57","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2018","2018","index","91.92","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2019","2019","index","91.41","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2020","2020","index","92.1","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2016","2016","index","100.01","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2017","2017","index","99.45","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2018","2018","index","98.26","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2019","2019","index","98.53","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2020","2020","index","95.3","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","489","Plantains and others","2016","2016","index","101.53","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","489","Plantains and others","2017","2017","index","105.54","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","489","Plantains and others","2018","2018","index","106.58","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","489","Plantains and others","2019","2019","index","104.69","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","489","Plantains and others","2020","2020","index","101.04","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2016","2016","index","80.39","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2017","2017","index","111.55","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2018","2018","index","109.48","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2019","2019","index","116.75","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2020","2020","index","104.07","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2016","2016","index","91.59","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2017","2017","index","92.77","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2018","2018","index","91.59","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2019","2019","index","87.05","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2020","2020","index","88.88","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2016","2016","index","100.58","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2017","2017","index","116.37","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2018","2018","index","108.78","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2019","2019","index","109.78","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2020","2020","index","105.8","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2016","2016","index","84.25","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2017","2017","index","85.75","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2018","2018","index","83.41","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2019","2019","index","87.65","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2020","2020","index","82.22","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2016","2016","index","101.41","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","index","100.71","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","index","107.67","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2019","2019","index","108.39","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2020","2020","index","105.93","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2016","2016","index","97.57","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2017","2017","index","99.32","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2018","2018","index","99.71","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2019","2019","index","106.84","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2020","2020","index","110.17","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2016","2016","index","116.51","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2017","2017","index","130.47","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2018","2018","index","22.42","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2019","2019","index","21.07","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2020","2020","index","20.55","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","420","Vegetables, leguminous nes","2016","2016","index","97.84","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","420","Vegetables, leguminous nes","2017","2017","index","98.41","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","420","Vegetables, leguminous nes","2018","2018","index","101.03","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","420","Vegetables, leguminous nes","2019","2019","index","100.7","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","420","Vegetables, leguminous nes","2020","2020","index","99.03","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2016","2016","index","97.94","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2017","2017","index","98.61","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2018","2018","index","98.57","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2019","2019","index","96.88","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2020","2020","index","96.67","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2016","2016","index","84.83","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2017","2017","index","104.26","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2018","2018","index","95.17","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2019","2019","index","96.03","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2020","2020","index","76.66","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2016","2016","index","109.59","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2017","2017","index","117.74","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2018","2018","index","129.61","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2019","2019","index","132.21","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2020","2020","index","144.28","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","96.43","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","95.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","96.32","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","97.14","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2020","2020","index","93.7","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","591","Cashewapple","2016","2016","index","90.54","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","591","Cashewapple","2017","2017","index","76.81","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","591","Cashewapple","2018","2018","index","68.98","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","591","Cashewapple","2019","2019","index","66.7","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","591","Cashewapple","2020","2020","index","66.42","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2016","2016","index","95.26","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2017","2017","index","90.92","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2018","2018","index","82.48","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2019","2019","index","77.9","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2020","2020","index","67.3","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","603","Fruit, tropical fresh nes","2016","2016","index","85.65","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","603","Fruit, tropical fresh nes","2017","2017","index","75.32","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","603","Fruit, tropical fresh nes","2018","2018","index","82.39","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","603","Fruit, tropical fresh nes","2019","2019","index","80.21","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","603","Fruit, tropical fresh nes","2020","2020","index","92.76","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2016","2016","index","114.78","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2017","2017","index","104","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2018","2018","index","101.46","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2019","2019","index","110.89","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2020","2020","index","130.96","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2016","2016","index","100.47","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2017","2017","index","100.9","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2018","2018","index","100.88","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2019","2019","index","99.21","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2020","2020","index","98.86","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2016","2016","index","81.43","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2017","2017","index","126.49","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2018","2018","index","114.61","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2019","2019","index","106.16","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2020","2020","index","101.84","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2016","2016","index","104.48","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2017","2017","index","108.6","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2018","2018","index","125.08","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2019","2019","index","125.22","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2020","2020","index","130.11","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2016","2016","index","102.29","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2017","2017","index","103.66","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2018","2018","index","126.19","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2019","2019","index","132.08","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2020","2020","index","139.81","Fc","Calculated data"
